freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.163e+01,1.245e+01,6.915e+02,7.156e+02
1.5,2.320e+01,1.714e+01,4.008e+02,4.411e+02
3.0,2.347e+01,1.347e+01,2.778e+01,6.472e+01
4.5,2.225e+01,1.384e+01,3.155e+02,3.516e+02
6.0,2.340e+01,1.598e+01,1.202e+03,1.241e+03
7.6,2.693e+01,2.003e+01,2.001e+03,2.048e+03
9.1,3.810e+01,2.341e+01,2.893e+03,2.954e+03
10.6,5.069e+01,3.067e+01,3.951e+03,4.033e+03
12.1,4.462e+01,3.013e+01,5.125e+03,5.200e+03
13.6,3.174e+01,3.121e+01,6.590e+03,6.653e+03
15.1,2.671e+01,3.244e+01,8.530e+03,8.590e+03
16.6,2.508e+01,3.376e+01,1.066e+04,1.072e+04
18.1,2.731e+01,3.799e+01,1.327e+04,1.333e+04
19.6,2.287e+01,4.191e+01,1.632e+04,1.639e+04
21.2,2.393e+01,4.487e+01,2.006e+04,2.013e+04
22.7,2.303e+01,5.998e+01,2.468e+04,2.476e+04
24.2,2.539e+01,9.541e+01,3.015e+04,3.027e+04
25.7,2.689e+01,1.639e+02,3.638e+04,3.657e+04
27.2,2.631e+01,3.015e+02,4.376e+04,4.408e+04
28.7,3.584e+01,4.717e+02,5.194e+04,5.245e+04
30.2,6.753e+01,9.804e+02,6.370e+04,6.475e+04
31.7,1.415e+02,2.076e+03,8.290e+04,8.512e+04
33.2,3.074e+02,3.787e+03,1.068e+05,1.109e+05
34.8,4.040e+02,4.095e+03,1.244e+05,1.289e+05
36.3,4.199e+02,3.255e+03,1.388e+05,1.425e+05
37.8,4.855e+02,2.212e+03,1.637e+05,1.664e+05
39.3,4.019e+02,9.984e+02,1.990e+05,2.004e+05
40.8,5.195e+02,8.169e+02,2.715e+05,2.728e+05
42.3,1.265e+03,8.691e+02,3.714e+05,3.736e+05
43.8,2.420e+03,6.275e+02,4.583e+05,4.614e+05
45.3,3.385e+03,5.658e+02,4.981e+05,5.020e+05
46.8,4.910e+03,9.329e+02,6.140e+05,6.198e+05
48.4,7.033e+03,1.906e+03,9.360e+05,9.450e+05
49.9,8.372e+03,4.081e+03,1.376e+06,1.388e+06
51.4,6.766e+03,8.734e+03,1.693e+06,1.708e+06
52.9,5.877e+03,1.310e+04,1.890e+06,1.909e+06
54.4,6.493e+03,1.230e+04,1.761e+06,1.779e+06
55.9,8.318e+03,1.090e+04,1.463e+06,1.482e+06
57.4,1.083e+04,9.698e+03,1.288e+06,1.309e+06
58.9,1.060e+04,8.422e+03,1.101e+06,1.120e+06
60.4,9.312e+03,7.909e+03,9.368e+05,9.540e+05
62.0,9.008e+03,7.748e+03,8.109e+05,8.277e+05
63.5,8.772e+03,7.404e+03,6.866e+05,7.027e+05
65.0,7.432e+03,6.482e+03,5.265e+05,5.404e+05
66.5,6.565e+03,5.614e+03,4.249e+05,4.371e+05
68.0,6.930e+03,5.695e+03,4.092e+05,4.219e+05
69.5,7.140e+03,6.357e+03,3.807e+05,3.942e+05
71.0,6.956e+03,6.441e+03,3.378e+05,3.512e+05
72.5,6.537e+03,6.243e+03,2.923e+05,3.051e+05
74.0,5.952e+03,7.050e+03,2.500e+05,2.630e+05
75.6,5.547e+03,9.280e+03,2.153e+05,2.301e+05
77.1,5.334e+03,1.134e+04,1.890e+05,2.057e+05
78.6,5.029e+03,1.093e+04,1.697e+05,1.856e+05
80.1,4.415e+03,8.075e+03,1.487e+05,1.612e+05
81.6,3.635e+03,4.571e+03,1.334e+05,1.416e+05
83.1,3.260e+03,3.450e+03,1.173e+05,1.240e+05
84.6,2.939e+03,3.289e+03,1.000e+05,1.063e+05
86.1,2.598e+03,3.627e+03,8.960e+04,9.582e+04
87.6,2.091e+03,3.264e+03,8.611e+04,9.147e+04
89.2,1.651e+03,1.722e+03,8.864e+04,9.202e+04
90.7,1.958e+03,1.138e+03,9.771e+04,1.008e+05
92.2,2.765e+03,1.730e+03,1.136e+05,1.181e+05
93.7,3.366e+03,2.348e+03,1.251e+05,1.308e+05
95.2,3.866e+03,3.074e+03,1.267e+05,1.336e+05
96.7,4.844e+03,3.979e+03,1.467e+05,1.555e+05
98.2,5.392e+03,4.643e+03,1.582e+05,1.682e+05
99.7,5.822e+03,5.565e+03,1.649e+05,1.763e+05
101.2,6.468e+03,7.018e+03,1.771e+05,1.906e+05
102.8,7.317e+03,9.033e+03,1.895e+05,2.058e+05
104.3,8.734e+03,1.186e+04,2.066e+05,2.272e+05
105.8,1.017e+04,1.465e+04,2.240e+05,2.488e+05
107.3,1.053e+04,1.550e+04,2.234e+05,2.495e+05
108.8,9.992e+03,1.469e+04,2.140e+05,2.387e+05
110.3,9.498e+03,1.370e+04,2.096e+05,2.328e+05
111.8,9.375e+03,1.292e+04,1.982e+05,2.205e+05
113.3,9.895e+03,1.281e+04,1.869e+05,2.096e+05
114.8,1.104e+04,1.317e+04,1.882e+05,2.124e+05
116.4,1.164e+04,1.350e+04,1.868e+05,2.120e+05
117.9,1.209e+04,1.487e+04,1.913e+05,2.182e+05
119.4,1.296e+04,1.777e+04,2.069e+05,2.376e+05
120.9,1.362e+04,2.079e+04,2.223e+05,2.567e+05
122.4,1.428e+04,2.334e+04,2.340e+05,2.716e+05
123.9,1.579e+04,2.674e+04,2.514e+05,2.940e+05
125.4,1.780e+04,3.036e+04,2.697e+05,3.178e+05
126.9,2.030e+04,3.426e+04,2.905e+05,3.451e+05
128.4,2.331e+04,3.884e+04,3.160e+05,3.781e+05
130.0,2.763e+04,4.508e+04,3.526e+05,4.253e+05
131.5,2.997e+04,4.740e+04,3.536e+05,4.310e+05
133.0,2.271e+04,3.472e+04,2.523e+05,3.097e+05
134.5,4.969e+03,8.079e+03,5.660e+04,6.965e+04
136.0,1.614e+03,3.383e+03,2.044e+04,2.544e+04
137.5,1.933e+03,4.721e+03,2.350e+04,3.016e+04
139.0,2.554e+03,1.324e+04,2.844e+04,4.424e+04
140.5,2.425e+03,1.431e+04,3.029e+04,4.702e+04
142.0,2.390e+03,8.170e+03,3.124e+04,4.180e+04
143.6,3.140e+03,9.309e+03,3.785e+04,5.030e+04
