freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.497e+01,1.498e+01,7.423e+02,7.722e+02
1.5,3.602e+01,3.827e+01,4.362e+02,5.104e+02
3.0,4.172e+01,4.178e+01,3.563e+01,1.191e+02
4.5,4.531e+01,5.238e+01,2.960e+02,3.937e+02
6.0,4.475e+01,4.956e+01,1.116e+03,1.210e+03
7.5,4.432e+01,5.058e+01,1.892e+03,1.987e+03
9.0,4.758e+01,4.858e+01,2.715e+03,2.811e+03
10.5,4.786e+01,4.607e+01,3.686e+03,3.780e+03
12.1,4.982e+01,5.626e+01,4.864e+03,4.970e+03
13.6,5.230e+01,5.388e+01,6.245e+03,6.352e+03
15.1,4.870e+01,4.710e+01,7.993e+03,8.089e+03
16.6,4.338e+01,4.149e+01,1.011e+04,1.019e+04
18.1,4.681e+01,5.063e+01,1.255e+04,1.264e+04
19.6,6.304e+01,5.947e+01,1.501e+04,1.513e+04
21.1,6.810e+01,6.800e+01,1.775e+04,1.788e+04
22.6,6.692e+01,8.540e+01,2.166e+04,2.182e+04
24.1,6.577e+01,1.275e+02,2.641e+04,2.660e+04
25.6,7.094e+01,1.356e+02,3.149e+04,3.170e+04
27.1,7.185e+01,1.210e+02,3.773e+04,3.792e+04
28.6,5.993e+01,1.762e+02,4.608e+04,4.631e+04
30.1,6.329e+01,2.615e+02,5.633e+04,5.665e+04
31.6,7.435e+01,2.601e+02,6.863e+04,6.896e+04
33.1,8.728e+01,3.249e+02,8.492e+04,8.534e+04
34.7,1.003e+02,5.211e+02,1.043e+05,1.049e+05
36.2,9.777e+01,9.869e+02,1.279e+05,1.290e+05
37.7,8.812e+01,1.937e+03,1.628e+05,1.648e+05
39.2,9.393e+01,3.468e+03,2.089e+05,2.124e+05
40.7,1.596e+02,5.316e+03,2.645e+05,2.700e+05
42.2,3.004e+02,7.057e+03,3.494e+05,3.567e+05
43.7,6.118e+02,9.280e+03,4.939e+05,5.038e+05
45.2,1.435e+03,1.149e+04,7.320e+05,7.450e+05
46.7,2.879e+03,1.320e+04,1.117e+06,1.133e+06
48.2,5.246e+03,1.462e+04,1.811e+06,1.831e+06
49.7,1.189e+04,1.848e+04,2.807e+06,2.838e+06
51.2,2.503e+04,2.310e+04,3.092e+06,3.140e+06
52.7,3.987e+04,2.230e+04,2.474e+06,2.536e+06
54.2,5.418e+04,1.749e+04,1.825e+06,1.896e+06
55.7,6.016e+04,1.258e+04,1.305e+06,1.377e+06
57.2,6.156e+04,9.836e+03,9.645e+05,1.036e+06
58.8,5.248e+04,8.734e+03,7.427e+05,8.039e+05
60.3,3.208e+04,1.074e+04,6.261e+05,6.689e+05
61.8,1.435e+04,1.554e+04,6.423e+05,6.722e+05
63.3,4.892e+03,1.602e+04,6.371e+05,6.580e+05
64.8,2.738e+03,1.028e+04,5.259e+05,5.389e+05
66.3,1.896e+03,8.410e+03,3.930e+05,4.033e+05
67.8,1.305e+03,8.060e+03,3.036e+05,3.130e+05
69.3,9.245e+02,9.739e+03,2.701e+05,2.808e+05
70.8,5.865e+02,1.188e+04,2.540e+05,2.665e+05
72.3,9.247e+02,1.098e+04,2.489e+05,2.608e+05
73.8,1.876e+03,6.972e+03,2.686e+05,2.775e+05
75.3,2.420e+03,3.907e+03,2.692e+05,2.756e+05
76.8,2.255e+03,3.028e+03,2.368e+05,2.421e+05
78.3,2.208e+03,1.920e+03,2.023e+05,2.064e+05
79.8,2.315e+03,1.461e+03,1.774e+05,1.812e+05
81.4,2.534e+03,7.661e+02,1.516e+05,1.549e+05
82.9,2.908e+03,5.049e+02,1.375e+05,1.409e+05
84.4,3.554e+03,1.215e+03,1.298e+05,1.346e+05
85.9,4.265e+03,2.213e+03,1.243e+05,1.308e+05
87.4,4.415e+03,4.027e+03,1.206e+05,1.291e+05
88.9,4.256e+03,6.339e+03,1.297e+05,1.403e+05
90.4,3.932e+03,7.173e+03,1.375e+05,1.486e+05
91.9,3.425e+03,5.897e+03,1.421e+05,1.515e+05
93.4,3.176e+03,5.333e+03,1.666e+05,1.751e+05
94.9,2.824e+03,5.215e+03,1.802e+05,1.882e+05
96.4,1.871e+03,3.112e+03,1.953e+05,2.003e+05
97.9,1.456e+03,1.862e+03,2.004e+05,2.037e+05
99.4,1.620e+03,1.590e+03,2.016e+05,2.048e+05
100.9,2.407e+03,2.266e+03,2.128e+05,2.175e+05
102.4,3.308e+03,3.364e+03,2.183e+05,2.250e+05
104.0,4.034e+03,4.235e+03,2.237e+05,2.320e+05
105.5,4.802e+03,5.710e+03,2.282e+05,2.387e+05
107.0,5.718e+03,7.494e+03,2.330e+05,2.462e+05
108.5,6.488e+03,8.583e+03,2.308e+05,2.458e+05
110.0,7.124e+03,9.563e+03,2.274e+05,2.441e+05
111.5,7.709e+03,1.038e+04,2.235e+05,2.416e+05
113.0,7.500e+03,1.014e+04,2.119e+05,2.295e+05
114.5,7.346e+03,9.958e+03,2.090e+05,2.263e+05
116.0,7.680e+03,1.038e+04,2.131e+05,2.312e+05
117.5,7.868e+03,1.064e+04,2.219e+05,2.404e+05
119.0,7.433e+03,9.907e+03,2.237e+05,2.411e+05
120.5,7.618e+03,1.005e+04,2.321e+05,2.498e+05
122.0,7.930e+03,1.080e+04,2.397e+05,2.584e+05
123.5,8.317e+03,1.192e+04,2.426e+05,2.628e+05
125.0,9.148e+03,1.461e+04,2.489e+05,2.726e+05
126.6,1.021e+04,1.787e+04,2.631e+05,2.912e+05
128.1,1.085e+04,1.994e+04,2.679e+05,2.987e+05
129.6,1.169e+04,2.040e+04,2.670e+05,2.991e+05
131.1,1.170e+04,1.854e+04,2.454e+05,2.756e+05
132.6,8.158e+03,1.233e+04,1.624e+05,1.829e+05
134.1,1.701e+03,2.724e+03,3.223e+04,3.666e+04
135.6,5.205e+02,1.027e+03,9.339e+03,1.089e+04
137.1,5.274e+02,1.088e+03,9.873e+03,1.149e+04
138.6,4.879e+02,1.263e+03,1.027e+04,1.202e+04
140.1,4.901e+02,1.436e+03,1.079e+04,1.271e+04
141.6,5.535e+02,1.479e+03,1.138e+04,1.341e+04
143.1,6.210e+02,1.653e+03,1.248e+04,1.475e+04
144.6,8.312e+02,2.020e+03,1.546e+04,1.831e+04
146.1,1.208e+03,2.227e+03,1.783e+04,2.126e+04
147.6,1.542e+03,2.034e+03,1.865e+04,2.223e+04
149.1,1.703e+03,1.943e+03,1.849e+04,2.214e+04
150.7,1.837e+03,1.832e+03,1.800e+04,2.167e+04
152.2,1.968e+03,2.167e+03,1.727e+04,2.140e+04
153.7,1.839e+03,2.774e+03,1.507e+04,1.968e+04
155.2,1.794e+03,3.080e+03,1.302e+04,1.790e+04
156.7,1.857e+03,2.988e+03,1.305e+04,1.789e+04
158.2,1.578e+03,2.953e+03,1.153e+04,1.606e+04
159.7,1.344e+03,2.639e+03,9.647e+03,1.363e+04
161.2,1.364e+03,2.339e+03,9.753e+03,1.346e+04
162.7,1.431e+03,2.432e+03,1.109e+04,1.495e+04
164.2,1.438e+03,2.292e+03,1.198e+04,1.571e+04
165.7,1.528e+03,2.092e+03,1.330e+04,1.692e+04
167.2,1.644e+03,1.982e+03,1.465e+04,1.828e+04
168.7,1.888e+03,1.932e+03,1.568e+04,1.950e+04
170.2,2.215e+03,1.972e+03,1.568e+04,1.987e+04
171.7,2.194e+03,2.051e+03,1.531e+04,1.956e+04
173.3,1.839e+03,2.018e+03,1.377e+04,1.762e+04
174.8,1.492e+03,1.834e+03,1.164e+04,1.496e+04
176.3,1.383e+03,1.637e+03,1.103e+04,1.405e+04
177.8,1.772e+03,2.005e+03,1.354e+04,1.732e+04
179.3,2.715e+03,3.128e+03,1.965e+04,2.549e+04
180.8,2.588e+03,2.605e+03,1.826e+04,2.345e+04
182.3,1.524e+03,1.565e+03,1.082e+04,1.391e+04
183.8,9.739e+02,1.266e+03,7.098e+03,9.337e+03
185.3,1.260e+03,1.195e+03,8.447e+03,1.090e+04
186.8,1.576e+03,1.558e+03,1.065e+04,1.378e+04
188.3,1.907e+03,2.087e+03,1.326e+04,1.725e+04
189.8,2.470e+03,2.626e+03,1.671e+04,2.181e+04
191.3,2.755e+03,2.979e+03,1.840e+04,2.413e+04
192.8,2.997e+03,3.376e+03,2.024e+04,2.661e+04
194.3,3.401e+03,3.999e+03,2.242e+04,2.982e+04
195.9,3.592e+03,4.145e+03,2.266e+04,3.040e+04
197.4,3.414e+03,3.698e+03,2.095e+04,2.806e+04
198.9,3.174e+03,3.376e+03,1.909e+04,2.564e+04
