freq,psd_x,psd_y,psd_z,psd_xyz
149.1,2.240e+02,2.963e+03,1.482e+03,4.670e+03
150.6,1.958e+02,3.098e+03,1.571e+03,4.865e+03
152.1,1.452e+02,2.862e+03,1.538e+03,4.545e+03
153.6,1.252e+02,2.438e+03,1.345e+03,3.908e+03
155.1,1.830e+02,2.030e+03,1.575e+03,3.788e+03
156.6,2.525e+02,1.818e+03,2.425e+03,4.495e+03
158.1,2.410e+02,1.379e+03,1.937e+03,3.557e+03
159.6,1.798e+02,1.021e+03,1.302e+03,2.503e+03
161.1,1.590e+02,8.942e+02,1.163e+03,2.217e+03
162.6,1.539e+02,7.895e+02,9.897e+02,1.933e+03
164.2,2.108e+02,9.030e+02,1.494e+03,2.608e+03
165.7,2.627e+02,1.118e+03,2.149e+03,3.529e+03
167.2,2.520e+02,1.001e+03,2.012e+03,3.265e+03
168.7,2.640e+02,7.334e+02,1.880e+03,2.878e+03
170.2,3.207e+02,6.551e+02,2.005e+03,2.980e+03
171.7,4.546e+02,5.974e+02,2.129e+03,3.181e+03
173.2,4.816e+02,7.260e+02,2.292e+03,3.500e+03
174.7,5.740e+02,9.726e+02,2.768e+03,4.314e+03
176.2,6.488e+02,1.043e+03,2.975e+03,4.666e+03
177.7,6.387e+02,1.087e+03,3.221e+03,4.946e+03
179.2,6.169e+02,1.035e+03,3.457e+03,5.109e+03
180.7,5.551e+02,8.495e+02,3.426e+03,4.831e+03
182.2,5.271e+02,7.162e+02,3.187e+03,4.430e+03
183.7,4.921e+02,5.835e+02,2.964e+03,4.039e+03
185.2,4.986e+02,4.980e+02,2.804e+03,3.800e+03
186.7,4.907e+02,4.555e+02,2.581e+03,3.527e+03
188.2,3.932e+02,4.885e+02,2.285e+03,3.167e+03
189.8,3.602e+02,5.342e+02,1.973e+03,2.867e+03
191.3,3.062e+02,5.538e+02,1.550e+03,2.410e+03
192.8,2.287e+02,6.044e+02,1.137e+03,1.970e+03
194.3,2.077e+02,6.814e+02,1.019e+03,1.908e+03
195.8,2.787e+02,7.571e+02,1.283e+03,2.319e+03
197.3,3.708e+02,8.340e+02,1.604e+03,2.809e+03
198.8,3.565e+02,8.665e+02,1.557e+03,2.780e+03
