freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.125e+01,4.833e+02,1.404e+01,5.586e+02
1.5,8.641e+01,2.816e+02,3.223e+01,4.003e+02
3.0,7.120e+01,3.539e+01,3.213e+01,1.387e+02
4.5,6.689e+01,2.951e+02,3.087e+01,3.928e+02
6.0,7.211e+01,1.190e+03,3.007e+01,1.292e+03
7.5,7.081e+01,2.050e+03,3.205e+01,2.153e+03
9.0,6.461e+01,3.117e+03,3.024e+01,3.212e+03
10.5,6.199e+01,4.542e+03,3.107e+01,4.635e+03
12.1,5.596e+01,6.262e+03,2.898e+01,6.347e+03
13.6,4.474e+01,8.384e+03,2.606e+01,8.455e+03
15.1,3.426e+01,1.120e+04,2.487e+01,1.126e+04
16.6,3.847e+01,1.493e+04,2.482e+01,1.500e+04
18.1,5.019e+01,2.009e+04,2.540e+01,2.016e+04
19.6,6.482e+01,2.733e+04,2.478e+01,2.742e+04
21.1,1.150e+02,3.767e+04,2.665e+01,3.781e+04
22.6,2.065e+02,5.270e+04,3.506e+01,5.294e+04
24.1,3.757e+02,7.409e+04,7.806e+01,7.454e+04
25.6,8.377e+02,1.076e+05,2.609e+02,1.087e+05
27.1,1.792e+03,1.631e+05,6.554e+02,1.655e+05
28.6,4.238e+03,2.710e+05,1.145e+03,2.764e+05
30.1,1.202e+04,4.899e+05,3.174e+03,5.051e+05
31.6,2.811e+04,7.779e+05,9.144e+03,8.151e+05
33.1,4.620e+04,9.022e+05,1.693e+04,9.653e+05
34.6,5.622e+04,7.924e+05,2.017e+04,8.688e+05
36.2,5.801e+04,6.268e+05,1.977e+04,7.046e+05
37.7,5.728e+04,5.057e+05,1.848e+04,5.815e+05
39.2,5.481e+04,4.365e+05,1.654e+04,5.079e+05
40.7,4.789e+04,4.043e+05,1.392e+04,4.661e+05
42.2,3.611e+04,3.667e+05,1.033e+04,4.132e+05
43.7,2.610e+04,3.187e+05,6.857e+03,3.516e+05
45.2,1.896e+04,2.736e+05,3.938e+03,2.965e+05
46.7,1.316e+04,2.484e+05,2.007e+03,2.636e+05
48.2,1.463e+04,2.398e+05,9.628e+02,2.554e+05
49.7,2.593e+04,2.416e+05,3.452e+02,2.679e+05
51.2,5.030e+04,2.472e+05,3.614e+02,2.979e+05
52.7,8.814e+04,2.340e+05,8.448e+02,3.230e+05
54.2,1.271e+05,1.985e+05,2.848e+03,3.284e+05
55.7,1.535e+05,1.470e+05,3.092e+03,3.036e+05
57.2,1.430e+05,8.338e+04,1.067e+03,2.274e+05
58.7,1.103e+05,4.416e+04,7.763e+02,1.553e+05
60.3,8.024e+04,2.740e+04,1.287e+03,1.089e+05
61.8,5.707e+04,2.193e+04,1.440e+03,8.045e+04
63.3,4.230e+04,2.155e+04,1.280e+03,6.513e+04
64.8,3.189e+04,2.265e+04,1.441e+03,5.597e+04
66.3,2.480e+04,2.517e+04,2.016e+03,5.198e+04
67.8,2.043e+04,2.991e+04,2.562e+03,5.290e+04
69.3,1.691e+04,3.540e+04,2.421e+03,5.474e+04
70.8,1.427e+04,3.880e+04,2.132e+03,5.520e+04
72.3,1.264e+04,3.821e+04,1.750e+03,5.259e+04
73.8,1.211e+04,3.498e+04,1.453e+03,4.854e+04
75.3,1.139e+04,3.062e+04,1.174e+03,4.319e+04
76.8,1.043e+04,2.761e+04,8.249e+02,3.887e+04
78.3,9.102e+03,2.363e+04,4.949e+02,3.322e+04
79.8,7.699e+03,2.029e+04,3.705e+02,2.836e+04
81.3,7.433e+03,2.010e+04,4.072e+02,2.794e+04
82.9,7.092e+03,1.849e+04,5.367e+02,2.612e+04
84.4,6.483e+03,1.720e+04,5.202e+02,2.420e+04
85.9,6.511e+03,2.006e+04,2.925e+02,2.686e+04
87.4,6.562e+03,2.632e+04,6.492e+02,3.353e+04
88.9,5.731e+03,3.063e+04,9.850e+02,3.734e+04
90.4,3.462e+03,2.349e+04,7.346e+02,2.769e+04
91.9,1.937e+03,1.518e+04,6.302e+02,1.775e+04
93.4,1.132e+03,9.526e+03,6.742e+02,1.133e+04
94.9,7.161e+02,5.833e+03,7.612e+02,7.310e+03
96.4,4.702e+02,3.162e+03,9.138e+02,4.546e+03
97.9,4.429e+02,1.515e+03,7.930e+02,2.751e+03
99.4,4.109e+02,8.442e+02,7.774e+02,2.033e+03
100.9,3.494e+02,5.661e+02,9.993e+02,1.915e+03
102.4,4.233e+02,4.337e+02,1.295e+03,2.152e+03
103.9,6.404e+02,4.256e+02,1.275e+03,2.341e+03
105.4,1.005e+03,5.819e+02,1.094e+03,2.680e+03
107.0,1.483e+03,9.201e+02,1.059e+03,3.462e+03
108.5,2.131e+03,1.547e+03,1.149e+03,4.826e+03
110.0,2.821e+03,2.199e+03,1.365e+03,6.385e+03
111.5,3.013e+03,2.363e+03,1.535e+03,6.911e+03
113.0,2.916e+03,2.212e+03,1.501e+03,6.628e+03
114.5,3.298e+03,2.700e+03,1.594e+03,7.591e+03
116.0,3.557e+03,3.169e+03,1.881e+03,8.606e+03
117.5,3.602e+03,3.390e+03,1.948e+03,8.941e+03
119.0,3.621e+03,3.768e+03,1.867e+03,9.256e+03
120.5,3.363e+03,4.365e+03,1.777e+03,9.505e+03
122.0,3.195e+03,4.752e+03,2.008e+03,9.955e+03
123.5,3.004e+03,4.557e+03,2.111e+03,9.672e+03
125.0,2.883e+03,4.255e+03,2.084e+03,9.221e+03
126.5,3.005e+03,4.092e+03,2.136e+03,9.233e+03
128.0,3.153e+03,3.979e+03,2.314e+03,9.446e+03
129.6,3.130e+03,3.937e+03,2.636e+03,9.702e+03
131.1,2.693e+03,3.741e+03,2.829e+03,9.263e+03
132.6,1.656e+03,2.680e+03,2.259e+03,6.595e+03
134.1,3.400e+02,7.045e+02,1.044e+03,2.088e+03
135.6,1.141e+02,3.127e+02,6.943e+02,1.121e+03
137.1,1.387e+02,3.866e+02,7.842e+02,1.310e+03
138.6,6.532e+02,4.657e+03,4.801e+03,1.011e+04
140.1,1.578e+03,1.196e+04,1.230e+04,2.583e+04
141.6,4.252e+02,2.274e+03,3.092e+03,5.791e+03
143.1,1.863e+02,5.799e+02,1.171e+03,1.938e+03
144.6,2.183e+02,5.767e+02,1.123e+03,1.918e+03
146.1,2.665e+02,5.813e+02,1.194e+03,2.041e+03
147.6,2.671e+02,5.213e+02,1.242e+03,2.031e+03
149.1,2.213e+02,4.534e+02,1.219e+03,1.894e+03
150.6,2.011e+02,4.404e+02,1.124e+03,1.765e+03
152.1,1.782e+02,4.597e+02,1.010e+03,1.648e+03
153.7,1.762e+02,4.566e+02,1.046e+03,1.679e+03
155.2,1.882e+02,4.521e+02,1.093e+03,1.733e+03
156.7,2.102e+02,4.097e+02,1.099e+03,1.718e+03
158.2,2.215e+02,3.247e+02,1.111e+03,1.657e+03
159.7,2.255e+02,2.886e+02,1.063e+03,1.577e+03
161.2,2.376e+02,3.587e+02,8.185e+02,1.415e+03
162.7,3.142e+02,4.169e+02,9.776e+02,1.709e+03
164.2,3.419e+02,3.378e+02,1.067e+03,1.747e+03
165.7,2.917e+02,2.870e+02,9.371e+02,1.516e+03
167.2,2.471e+02,3.341e+02,7.763e+02,1.357e+03
168.7,2.131e+02,3.331e+02,6.034e+02,1.150e+03
170.2,1.566e+02,2.878e+02,4.553e+02,8.996e+02
171.7,1.193e+02,2.531e+02,3.554e+02,7.278e+02
173.2,1.085e+02,2.082e+02,3.120e+02,6.287e+02
174.7,9.815e+01,1.610e+02,3.672e+02,6.264e+02
176.2,8.755e+01,1.323e+02,4.558e+02,6.757e+02
177.8,1.003e+02,1.480e+02,5.161e+02,7.644e+02
179.3,1.207e+02,2.051e+02,5.143e+02,8.401e+02
180.8,1.318e+02,2.655e+02,4.531e+02,8.503e+02
182.3,1.475e+02,3.187e+02,4.359e+02,9.021e+02
183.8,1.670e+02,3.601e+02,4.425e+02,9.695e+02
185.3,1.778e+02,4.273e+02,4.287e+02,1.034e+03
186.8,1.912e+02,4.640e+02,4.366e+02,1.092e+03
188.3,1.942e+02,4.429e+02,4.394e+02,1.076e+03
189.8,1.686e+02,4.126e+02,4.502e+02,1.031e+03
191.3,1.764e+02,3.735e+02,4.860e+02,1.036e+03
192.8,1.937e+02,3.982e+02,5.536e+02,1.146e+03
194.3,2.185e+02,5.055e+02,6.066e+02,1.331e+03
195.8,2.501e+02,5.702e+02,6.048e+02,1.425e+03
197.3,2.425e+02,5.847e+02,5.908e+02,1.418e+03
198.8,2.574e+02,6.159e+02,5.230e+02,1.396e+03
