freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.338e+00,1.238e+01,5.816e+02,6.033e+02
1.5,2.099e+01,2.082e+01,3.440e+02,3.859e+02
3.0,2.212e+01,1.838e+01,3.488e+01,7.538e+01
4.5,2.066e+01,1.902e+01,2.859e+02,3.255e+02
6.0,1.971e+01,2.007e+01,1.161e+03,1.201e+03
7.5,1.935e+01,1.913e+01,1.952e+03,1.991e+03
9.0,1.855e+01,1.962e+01,2.794e+03,2.832e+03
10.5,1.895e+01,2.111e+01,3.784e+03,3.824e+03
12.0,2.336e+01,2.430e+01,4.977e+03,5.024e+03
13.5,2.373e+01,2.623e+01,6.416e+03,6.466e+03
15.0,2.359e+01,2.893e+01,8.063e+03,8.116e+03
16.5,2.295e+01,3.197e+01,1.018e+04,1.024e+04
18.0,2.177e+01,3.569e+01,1.279e+04,1.284e+04
19.5,2.201e+01,3.692e+01,1.569e+04,1.575e+04
21.0,2.131e+01,3.800e+01,1.917e+04,1.923e+04
22.5,2.142e+01,4.202e+01,2.327e+04,2.334e+04
24.0,2.197e+01,6.277e+01,2.855e+04,2.863e+04
25.5,2.123e+01,9.752e+01,3.433e+04,3.445e+04
27.0,2.121e+01,1.896e+02,4.092e+04,4.113e+04
28.5,2.199e+01,3.067e+02,4.875e+04,4.908e+04
30.0,2.678e+01,5.225e+02,6.048e+04,6.103e+04
31.5,4.220e+01,1.120e+03,7.809e+04,7.925e+04
33.0,1.023e+02,2.185e+03,1.006e+05,1.029e+05
34.5,2.179e+02,3.118e+03,1.200e+05,1.233e+05
36.0,2.581e+02,2.917e+03,1.283e+05,1.315e+05
37.5,2.800e+02,2.337e+03,1.372e+05,1.398e+05
39.0,3.418e+02,1.575e+03,1.549e+05,1.569e+05
40.5,4.696e+02,1.033e+03,1.757e+05,1.772e+05
42.0,9.388e+02,7.502e+02,2.136e+05,2.153e+05
43.5,2.126e+03,5.944e+02,2.780e+05,2.808e+05
45.0,4.276e+03,7.722e+02,3.879e+05,3.929e+05
46.5,7.782e+03,1.721e+03,5.769e+05,5.864e+05
47.9,1.217e+04,3.979e+03,8.264e+05,8.426e+05
49.4,1.318e+04,7.466e+03,1.059e+06,1.080e+06
50.9,9.671e+03,1.263e+04,1.240e+06,1.263e+06
52.4,4.366e+03,1.618e+04,1.438e+06,1.459e+06
53.9,2.588e+03,1.280e+04,1.500e+06,1.515e+06
55.4,3.136e+03,1.065e+04,1.327e+06,1.341e+06
56.9,4.805e+03,1.067e+04,1.176e+06,1.191e+06
58.4,6.928e+03,9.407e+03,1.087e+06,1.103e+06
59.9,7.472e+03,8.969e+03,9.773e+05,9.937e+05
61.4,8.068e+03,8.996e+03,8.888e+05,9.058e+05
62.9,7.795e+03,8.724e+03,7.559e+05,7.724e+05
64.4,6.102e+03,7.937e+03,5.652e+05,5.793e+05
65.9,4.787e+03,6.555e+03,4.136e+05,4.249e+05
67.4,4.862e+03,5.474e+03,3.649e+05,3.753e+05
68.9,5.176e+03,5.394e+03,3.558e+05,3.664e+05
70.4,5.118e+03,5.688e+03,3.232e+05,3.340e+05
71.9,4.816e+03,5.372e+03,2.796e+05,2.898e+05
73.4,4.474e+03,5.365e+03,2.399e+05,2.497e+05
74.9,4.038e+03,7.037e+03,2.055e+05,2.166e+05
76.4,3.610e+03,8.900e+03,1.794e+05,1.919e+05
77.9,3.292e+03,8.397e+03,1.612e+05,1.729e+05
79.4,3.001e+03,6.405e+03,1.472e+05,1.566e+05
80.9,2.600e+03,4.459e+03,1.209e+05,1.279e+05
82.4,2.232e+03,3.418e+03,9.824e+04,1.039e+05
83.9,1.842e+03,2.823e+03,9.017e+04,9.483e+04
85.4,1.781e+03,2.747e+03,8.831e+04,9.283e+04
86.9,1.748e+03,2.325e+03,8.603e+04,9.010e+04
88.4,1.560e+03,1.577e+03,8.321e+04,8.634e+04
89.9,1.146e+03,7.952e+02,8.054e+04,8.248e+04
91.4,1.447e+03,1.007e+03,8.153e+04,8.398e+04
92.9,2.365e+03,1.924e+03,9.276e+04,9.705e+04
94.4,2.686e+03,2.548e+03,9.543e+04,1.007e+05
95.9,3.588e+03,4.040e+03,1.101e+05,1.177e+05
97.4,4.356e+03,4.882e+03,1.251e+05,1.344e+05
98.9,4.581e+03,5.018e+03,1.300e+05,1.396e+05
100.4,4.837e+03,5.459e+03,1.421e+05,1.524e+05
101.9,5.062e+03,6.316e+03,1.524e+05,1.638e+05
103.4,5.370e+03,7.474e+03,1.608e+05,1.736e+05
104.9,5.936e+03,8.806e+03,1.692e+05,1.840e+05
106.4,6.792e+03,1.022e+04,1.733e+05,1.903e+05
107.9,7.548e+03,1.142e+04,1.733e+05,1.923e+05
109.4,7.931e+03,1.202e+04,1.719e+05,1.919e+05
110.9,8.004e+03,1.221e+04,1.761e+05,1.963e+05
112.4,7.602e+03,1.161e+04,1.668e+05,1.860e+05
113.9,7.998e+03,1.225e+04,1.688e+05,1.890e+05
115.4,9.086e+03,1.394e+04,1.826e+05,2.056e+05
116.9,1.009e+04,1.511e+04,1.906e+05,2.158e+05
118.4,1.110e+04,1.588e+04,1.955e+05,2.224e+05
