freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.197e+01,8.871e+02,1.072e+01,9.898e+02
1.5,8.244e+01,5.416e+02,2.754e+01,6.516e+02
3.0,3.848e+01,6.884e+01,2.875e+01,1.361e+02
4.5,4.084e+01,2.708e+02,2.581e+01,3.374e+02
6.0,3.248e+01,9.393e+02,2.494e+01,9.967e+02
7.5,3.483e+01,1.745e+03,2.739e+01,1.807e+03
9.0,3.593e+01,2.671e+03,2.725e+01,2.734e+03
10.5,3.429e+01,3.849e+03,2.756e+01,3.911e+03
12.0,3.531e+01,5.383e+03,2.752e+01,5.446e+03
13.5,3.568e+01,7.283e+03,2.701e+01,7.345e+03
15.1,4.205e+01,9.609e+03,2.974e+01,9.681e+03
16.6,4.607e+01,1.258e+04,3.213e+01,1.266e+04
18.1,4.582e+01,1.636e+04,3.544e+01,1.644e+04
19.6,5.344e+01,2.143e+04,4.412e+01,2.153e+04
21.1,7.389e+01,2.837e+04,5.440e+01,2.850e+04
22.6,1.357e+02,3.847e+04,6.385e+01,3.866e+04
24.1,2.404e+02,5.354e+04,9.780e+01,5.388e+04
25.6,4.916e+02,7.491e+04,1.581e+02,7.556e+04
27.1,6.903e+02,1.011e+05,2.125e+02,1.020e+05
28.6,6.155e+02,1.368e+05,2.637e+02,1.377e+05
30.1,7.045e+02,2.011e+05,2.199e+02,2.020e+05
31.6,1.279e+03,3.545e+05,1.983e+02,3.560e+05
33.1,6.957e+03,8.995e+05,1.418e+03,9.079e+05
34.6,2.684e+04,1.836e+06,8.402e+03,1.871e+06
36.1,4.221e+04,2.011e+06,1.150e+04,2.065e+06
37.6,4.487e+04,1.670e+06,8.419e+03,1.723e+06
39.1,4.636e+04,1.290e+06,6.818e+03,1.343e+06
40.6,5.098e+04,1.017e+06,6.701e+03,1.075e+06
42.2,5.594e+04,8.155e+05,5.312e+03,8.768e+05
43.7,5.960e+04,6.527e+05,3.635e+03,7.159e+05
45.2,6.998e+04,5.544e+05,2.623e+03,6.270e+05
46.7,9.397e+04,5.029e+05,2.026e+03,5.989e+05
48.2,1.350e+05,4.729e+05,1.793e+03,6.097e+05
49.7,1.960e+05,4.399e+05,1.626e+03,6.375e+05
51.2,2.555e+05,3.857e+05,1.362e+03,6.425e+05
52.7,2.775e+05,2.961e+05,1.192e+03,5.748e+05
54.2,2.801e+05,2.128e+05,1.056e+03,4.939e+05
55.7,2.658e+05,1.401e+05,1.097e+03,4.069e+05
57.2,2.243e+05,8.034e+04,1.537e+03,3.062e+05
58.7,1.648e+05,4.125e+04,2.104e+03,2.081e+05
60.2,1.166e+05,2.227e+04,2.857e+03,1.417e+05
61.7,8.378e+04,1.638e+04,3.017e+03,1.032e+05
63.2,6.044e+04,1.544e+04,2.446e+03,7.832e+04
64.7,4.437e+04,1.644e+04,3.174e+03,6.398e+04
66.2,3.443e+04,1.755e+04,3.865e+03,5.584e+04
67.7,2.866e+04,1.808e+04,4.010e+03,5.075e+04
69.2,2.461e+04,1.837e+04,3.093e+03,4.606e+04
70.8,2.108e+04,1.814e+04,2.237e+03,4.146e+04
72.3,1.750e+04,1.748e+04,1.909e+03,3.688e+04
73.8,1.716e+04,1.618e+04,1.057e+03,3.440e+04
75.3,1.683e+04,1.627e+04,5.283e+02,3.362e+04
76.8,1.403e+04,1.674e+04,3.943e+02,3.117e+04
78.3,1.200e+04,1.694e+04,5.352e+02,2.948e+04
79.8,1.140e+04,1.973e+04,5.978e+02,3.174e+04
81.3,1.084e+04,2.263e+04,6.025e+02,3.407e+04
82.8,1.041e+04,2.675e+04,4.468e+02,3.761e+04
84.3,1.032e+04,3.234e+04,4.055e+02,4.306e+04
85.8,9.968e+03,3.916e+04,4.889e+02,4.961e+04
87.3,9.526e+03,4.644e+04,8.236e+02,5.679e+04
88.8,9.284e+03,5.224e+04,1.460e+03,6.298e+04
90.3,7.724e+03,5.015e+04,1.902e+03,5.977e+04
91.8,5.472e+03,4.071e+04,1.096e+03,4.728e+04
